x,y,title,tokens,word
-0.059736036,0.083025426,"¡ Oh eterno amor, si al nuevo impulso tuyo **naturaleza** en todo el gran distrito risueña y fuerte","¡ Oh eterno amor, si al nuevo impulso tuyo **naturaleza** en todo el gran distrito ri-su-eña y fuerte",naturaleza
-0.059131086,0.088548526,"es todo luz y vida [UNK] atónita quedó **naturaleza**, contra sus mismas leyes socorrida, y","es todo luz y vida [UNK] ató-ni-ta quedó **naturaleza**, contra sus mismas leyes so-cor-rida, y",naturaleza
-0.05838806,-0.075190894,"el río, lavando paños, con tal **arte** y brío, que mil necios traía al","el río, lavan-do pañ-os, con tal **arte** y br-ío, que mil nec-ios traía al",arte
-0.061923843,-0.043509834,"ó la fiera [UNK] mas en vos vencen **arte** y valentía, juntas a la que os lleva y","ó la fi-era [UNK] mas en vos vence-n **arte** y valentía, juntas a la que os lleva y",arte
-0.058309857,0.040834572,frica ardiente [UNK] gimió esclava la falsa **religión** en fin sangriento. Vio Roma en la desorden,frica ardiente [UNK] gi-mi-ó escla-va la falsa **religión** en fin sangri-ento. Vio Roma en la desorden,religión
-0.060476158,-0.05313414,"la turba ronca y amarilla desconfiar del **arte** y del piloto, a quien, si el paras","la tur-ba ron-ca y amarilla desconfi-ar del **arte** y del piloto, a quien, si el paras",arte
-0.0528808,0.09938747,"la áulica infiel astrología. A la **naturaleza** la hermosura, y a toda la hermosura","la á-uli-ca infiel astro-logía. A la **naturaleza** la hermos-ura, y a toda la hermos-ura",naturaleza
-0.0632677,-0.040546402,así sucede : no vale contra el cielo fuerza o **arte**. Y si a Dios por nosotros no intercede,así sucede : no vale contra el cielo fuerza o **arte**. Y si a Dios por nosotros no inter-cede,arte
-0.056926016,0.05658709,"ninguna, Silvia mía, jamás lo quiso dar **naturaleza**. Sólo el que no ha sabido conoceros podrá","ninguna, Sil-via mía, jamás lo quiso dar **naturaleza**. Sólo el que no ha sabido conocer-os podrá",naturaleza
-0.06240988,-0.03717446,"n sus semblantes vencedores [UNK] asistió al **arte** en Guido la Fortuna, y el lien","n sus sem-blan-tes vencedor-es [UNK] asistió al **arte** en Gui-do la Fort-una, y el lien",arte
-0.06042753,-0.067045785,"dulces besos [UNK] mas la otra lo hace de tal **arte**, y amores os dirá, que en miel","dulces besos [UNK] mas la otra lo hace de tal **arte**, y amor-es os dirá, que en miel",arte
-0.06440246,-0.047671493,". Quéjese el agua, pues, aquí del **arte**, si nació beneficio y muere agravio. Ese",". Qué-jese el agua, pues, aquí del **arte**, si nació beneficio y muere agrav-io. Ese",arte
-0.059570502,0.08404255,"tu error y no tu daño [UNK] única te formó **naturaleza**. Pues dime, ¿ por qué quiere tu belleza","tu error y no tu daño [UNK] única te formó **naturaleza**. Pues dime, ¿ por qué quiere tu belleza",naturaleza
-0.05753093,0.059706338,"puro dolor, dolor no siento, que es ya **naturaleza** mi cuidado, y a los males estoy tan enseñado","puro dolor, dolor no siento, que es ya **naturaleza** mi cuidado, y a los males estoy tan enseñado",naturaleza
-0.060396347,0.0657433,"de tu pincel que eternidad reparte, cuando **naturaleza**, cuando el arte cede al lino espirante","de tu pin-cel que eternidad repar-te, cuando **naturaleza**, cuando el arte ce-de al lino espir-ante",naturaleza
-0.061743855,-0.052736837,"que eternidad reparte, cuando naturaleza, cuando el **arte** cede al lino espirante, al metal vivo","que eternidad repar-te, cuando naturaleza, cuando el **arte** ce-de al lino espir-ante, al metal vivo",arte
-0.057700347,0.092668295,"es delito, fulmina Jove a la **naturaleza**. ¿ Qué importa al Mongibelo estar ne","es delito, ful-mina J-ov-e a la **naturaleza**. ¿ Qué importa al Mon-gi-belo estar ne",naturaleza
-0.056961644,0.083746776,"eterno bástase Filipo. Crédito fue de la **naturaleza** tu Oriente, pues de ti su pompa f","eterno bás-tase Filip-o. Crédito fue de la **naturaleza** tu Oriente, pues de ti su pom-pa f",naturaleza
-0.061696086,-0.071508646,"la azucena de templada nieve. El **arte** es superior, pero sin arte el ingenio es aci","la az-uc-ena de temp-lada nieve. El **arte** es superior, pero sin arte el ingenio es aci",arte
-0.057533123,-0.070610926,"lada nieve. El arte es superior, pero sin **arte** el ingenio es acierto y no es ventura","lada nieve. El arte es superior, pero sin **arte** el ingenio es aci-erto y no es vent-ura",arte
-0.06042272,-0.03890485,"amor, ¿ cómo es odioso ? Si de **arte** ofende en la deidad, ¿ hay arte","amor, ¿ cómo es odio-so ? Si de **arte** ofen-de en la de-idad, ¿ hay arte",arte
-0.060702726,-0.058502696,"arte ofende en la deidad, ¿ hay **arte** ? Confieso que al dolor tal vez prefiere el","arte ofen-de en la de-idad, ¿ hay **arte** ? Confi-eso que al dolor tal vez prefiere el",arte
-0.057274316,0.04971661,tu engaño sobre tu cabeza ? Quien hace la traición **naturaleza** tema del tiempo el alevoso agravio.,tu engaño sobre tu cabeza ? Quien hace la traición **naturaleza** tema del tiempo el ale-vos-o agrav-io.,naturaleza
-0.06356803,-0.05021073,"hermosura, en cuya argumentada arquitectura feliz el **arte** mejoró la idea. Lo que así la atención te","hermos-ura, en cuya argument-ada arquitectura feliz el **arte** mejoró la idea. Lo que así la atención te",arte
-0.06388085,-0.044363916,"diestra los colores, y pueda dar espíritus el **arte**. Tisbe, si adoras de tu","die-stra los colores, y pueda dar espíritus el **arte**. Ti-s-be, si adora-s de tu",arte
-0.05760303,0.070757575,", volverase a su esfera fácilmente, que así **naturaleza** lo dispone. Y el amante que quiere que se",", volver-ase a su esfera fácilmente, que así **naturaleza** lo dispone. Y el amante que quiere que se",naturaleza
-0.057962257,0.05798586,"cumbre la belleza, que en ella se excedió **naturaleza** a sí misma, y al cielo la adelantas","cumbre la belleza, que en ella se exce-dió **naturaleza** a sí misma, y al cielo la adelan-tas",naturaleza
-0.05785133,-0.042620417,"to intento, el nudo romperé por fuerza o **arte**, la nieve deshará mi ardiente celo,","to intento, el nudo romper-é por fuerza o **arte**, la nieve desha-rá mi ardiente cel-o,",arte
-0.06095451,-0.06215409,"desnudo una figura, donde la traza, el **arte** y compostura ningún velo las cubra artificioso","desnudo una figura, donde la tra-za, el **arte** y compos-tura ningún velo las cu-bra artifici-oso",arte
-0.06324504,-0.0563422,"nuevas proezas !, pero inventa el **arte** un nuevo estilo al nuevo paladino. Y","nuevas pro-eza-s !, pero invent-a el **arte** un nuevo estilo al nuevo pala-din-o. Y",arte
-0.062598124,-0.03197685,"el bien y el mal, la dulce fuerza y **arte**, en la primera y la segunda parte, donde","el bien y el mal, la dulce fuerza y **arte**, en la primera y la segunda parte, donde",arte
-0.062886,-0.06299004,"entre pesador yerros apretado, tal **arte** y tal virtud en sí contiene ! Jamás en","entre pesado-r ye-rro-s apre-tado, tal **arte** y tal virtud en sí contiene ! J-amás en",arte
-0.049523093,0.020796098,el otro ya te llama espíritu de Apolo en ambas **ciencias**. No ha menester el que tus hechos canta,el otro ya te llama espíritu de Apolo en ambas **ciencias**. No ha men-ester el que tus hechos canta,ciencias
-0.06314908,-0.054730035,"hacer un tapiz la industria humana en donde el **arte** a la materia exceda, y con su adorno","hacer un tap-iz la industria humana en donde el **arte** a la materia exceda, y con su adorn-o",arte
-0.060077753,0.0707353,proceder más me enamora que en cuanto en ti **naturaleza** admira. ¡ Cuán sin engaño tus entrañas pura,proceder más me enamor-a que en cuanto en ti **naturaleza** admira. ¡ Cuán sin engaño tus entraña-s pura,naturaleza
-0.05569542,0.040941462,"volverás al triste de Felino ! Juntó **naturaleza** dos borricos, Bras [UNK] y Sancha","volverás al triste de Feli-no ! J-unt-ó **naturaleza** dos bor-rico-s, Bras [UNK] y San-cha",naturaleza
-0.060072094,0.053378146,"vos de mal esquivo, sino de cuanto bien **naturaleza** pudo comunicar a la alma y vida. Afuera el","vos de mal esqui-vo, sino de cuanto bien **naturaleza** pudo comunicar a la alma y vida. Afuera el",naturaleza
-0.058123358,-0.029714016,"to intento, el nudo romperé con fuerza o **arte**, la nieve deshará mi ardiente celo.","to intento, el nudo romper-é con fuerza o **arte**, la nieve desha-rá mi ardiente cel-o.",arte
-0.058836196,0.06048043,"olvidar. Por sólo habituación perseverar amor **naturaleza** llega a ser [UNK] ¡ qué fácil, Filis","olvidar. Por sólo habit-ua-ción persever-ar amor **naturaleza** llega a ser [UNK] ¡ qué fácil, Fili-s",naturaleza
-0.061805632,-0.067314535,"efectos soy enamorado, tú lo muestras estar con algún **arte** [UNK] viento sacas al fin de trabajarte, yo","efectos soy enamorado, tú lo muestras estar con algún **arte** [UNK] viento sacas al fin de trabajar-te, yo",arte
-0.057679303,0.04414321,"queda don Diego, y basta solo. De sola **religión** vana movido, bárbaro, que en su","queda don Diego, y basta solo. De sola **religión** van-a movido, bárbar-o, que en su",religión
-0.057786487,0.028488547,"muestra que con ella se consuele. Si nuestra **religión** lo permitiera, como aquella gentil que solamente de un","muestra que con ella se consue-le. Si nuestra **religión** lo permitiera, como aquella gentil que solamente de un",religión
-0.050746605,-0.030337822,"[UNK] toda su calidad entiendo y siento [UNK] y si **arte**ro no soy del escarmiento, no es poco","[UNK] toda su calidad entiendo y siento [UNK] y si **arte**-ro no soy del escar-miento, no es poco",arte
-0.062372528,-0.0685342,que alabar se ofrece que el ingenio y el **arte** desfallece y sólo el desear queda por guía,que alab-ar se ofrece que el ingenio y el **arte** desf-alle-ce y sólo el desear queda por guía,arte
-0.05964046,-0.057098843,"cordura, ingenio, honestidad, seso, **arte** y gloria, linaje y todo el bien que da","cor-dura, ingenio, honestidad, ses-o, **arte** y gloria, linaje y todo el bien que da",arte
-0.061392408,-0.048451018,"las mañas que en falta de virtud sufren con **arte**, acrecen en la tuya y de tu parte","las ma-ñas que en falta de virtud sufren con **arte**, acre-cen en la tuya y de tu parte",arte
-0.06396992,-0.04074135,"se ve tan clara que al ojo engaña el **arte** soberano. Artífice ingenioso, ¿ qué","se ve tan clara que al ojo engañ-a el **arte** soberano. Art-ífic-e ingenio-so, ¿ qué",arte
-0.062067967,-0.04660307,"alma aspire a nueva hermosura o con cuál **arte** ? Si son nieve, oro, perlas y coral","alma aspir-e a nueva hermos-ura o con cuál **arte** ? Si son nieve, oro, perlas y coral",arte
-0.06375042,-0.043844014,"s, sin que quede confusa o falsa el **arte**, debéis, para que no muera de envidia","s, sin que quede conf-usa o falsa el **arte**, deb-éis, para que no muera de envidia",arte
-0.0590448,-0.072748795,"fiero Marte. Sabed por experiencia con cuál **arte** se transforma el amante en el amada, y sabré","fi-ero Marte. Sabe-d por experiencia con cuál **arte** se transforma el amante en el amada, y sabré",arte
-0.06140463,0.0012780082,"podría, celas con importuna e envidiosa **arte** [UNK] a mí causas dolor con tu cerrarte y","podría, cel-as con import-una e envi-diosa **arte** [UNK] a mí causas dolor con tu cerrar-te y",arte
-0.060376357,-0.06950008,"son chismes los que fueron chistes, mentir con **arte**, su razón de estado. En muchos vive la","son chis-mes los que fueron chistes, mentir con **arte**, su razón de estado. En muchos vive la",arte
-0.06339361,-0.057975147,"s de industrias viles, con engaño, y **arte**. Quien llama consejeros a los días, y los","s de industrias vil-es, con engaño, y **arte**. Quien llama consejeros a los días, y los",arte
-0.06299758,-0.061692443,"alma ciegos. Quien de disimular ignora el **arte**, ni amar pretenda, ni reinar espere","alma ciegos. Quien de disim-ular ignor-a el **arte**, ni amar preten-da, ni reina-r espere",arte
-0.060404114,0.06557798,"colores bellos, acierta, sin pensar, **naturaleza**. Es piedad, es razón, es dicha,","colores bello-s, aci-erta, sin pensar, **naturaleza**. Es piedad, es razón, es dicha,",naturaleza
-0.06254741,-0.029814836,"cio mira que lo juzgan hombres. No hay **arte** como el mío en toda España, ni lleva nadie","cio mira que lo juz-gan hombres. No hay **arte** como el mío en toda España, ni lleva nadie",arte
-0.06409222,-0.043374065,"có por el de cómico su estado. Ninguno el **arte** propio le admitía, que como de verano fue","có por el de cómico su estado. Ninguno el **arte** propio le admi-tía, que como de verano fue",arte
-0.058845032,0.08575663,"con la común hipocresía. Que a sí **naturaleza** sabia, cría nutre, y prosigue su","con la común hipo-cres-ía. Que a sí **naturaleza** sabia, cría nu-tre, y prosi-gue su",naturaleza
-0.06107279,0.07855989,"se pierde por momentos. Si ociosa no asistió **naturaleza**, admirada, a la tuya, ¡ oh","se pierde por momentos. Si ocio-sa no asistió **naturaleza**, admira-da, a la tuya, ¡ oh",naturaleza
-0.055226054,0.08943881,"aun hoy sellado el labio, si la **naturaleza** aun hoy te aclama Virgen pura, si el","aun hoy sell-ado el lab-io, si la **naturaleza** aun hoy te aclam-a Virgen pura, si el",naturaleza
-0.060640704,0.04900692,"camino. yace el Griego. Heredó **naturaleza** arte, y el arte estudio, iris colores,","camino. ya-ce el Grie-go. Here-dó **naturaleza** arte, y el arte estudio, iris colores,",naturaleza
-0.06319359,-0.038612958,". yace el Griego. Heredó naturaleza **arte**, y el arte estudio, iris colores, Fe",". ya-ce el Grie-go. Here-dó naturaleza **arte**, y el arte estudio, iris colores, Fe",arte
-0.06195403,-0.05060416,"Griego. Heredó naturaleza arte, y el **arte** estudio, iris colores, Febo luces, si","Grie-go. Here-dó naturaleza arte, y el **arte** estudio, iris colores, Fe-bo luces, si",arte
-0.059191562,0.07418006,"camino. Yace el Griego, heredó **naturaleza** Arte, y el Arte estudio, Iris colores,","camino. Ya-ce el Grie-go, hered-ó **naturaleza** Arte, y el Arte estudio, Iris colores,",naturaleza
-0.05996488,0.033593714,". Calificó un cuchillo los perfectos medios, que **religión** celante ordena, para ascender a la mayor victoria",". Cali-ficó un cuchillo los perfectos medios, que **religión** cel-ante ordena, para ascender a la mayor victoria",religión
-0.055416167,0.02939818,"tan rígida abstinencia ! En su **religión** santa, de modesto nunca ha querido lo que no","tan rí-gida abst-ine-n-cia ! En su **religión** santa, de modesto nunca ha querido lo que no",religión
-0.05663683,0.054160874,"debemos, nin es servida con mil servidores [UNK] **naturaleza**, si bien lo entendemos, de poca es far","debemos, nin es servi-da con mil servidores [UNK] **naturaleza**, si bien lo entendemos, de poca es far",naturaleza
-0.060407463,0.07633896,"veo la gentil criatura que el cielo, acorde con **naturaleza** formaron, loo mi buena ventura, el punto","veo la gentil criatura que el cielo, acorde con **naturaleza** formaron, loo mi buena vent-ura, el punto",naturaleza
-0.055574697,0.026874008,en sustentar a mano armada tan gran traición y **religión** malvada y a Dios esta región y al Rey nega,en sustent-ar a mano armada tan gran traición y **religión** malvada y a Dios esta región y al Rey nega,religión
-0.061039772,-0.06956271,"parte. Si puede mano, pluma, ingenio y **arte** loaros del renombre conquistado y el muy","parte. Si puede mano, pluma, ingenio y **arte** lo-aros del renom-bre conquista-do y el muy",arte
-0.060745467,-0.055894595,valor esfuerzo y valentía. Y con solicitud prudencia y **arte** el nombre apellidando de María allí se,valor esfuerzo y valentía. Y con solicitud prudencia y **arte** el nombre apel-lida-n-do de María allí se,arte
-0.06017972,-0.0754256,años dado. El mar surcando con prudencia y **arte** diste principio al muy alto ejercicio siguiendo del Hispano el,años dado. El mar sur-cando con prudencia y **arte** diste principio al muy alto ejercicio siguiendo del Hispano el,arte
-0.06225451,-0.060992334,la quietud vuestra dejado con prudencia valor esfuerzo y **arte** por Don que el quinto cielo en vos repara,la quie-tud vuestra dejado con prudencia valor esfuerzo y **arte** por Don que el quinto cielo en vos repar-a,arte
-0.061650325,-0.062793635,y más grandeza. El muy alto valor prudencia y **arte** que en la milicia habéis siempre mostrado sublima,y más grandeza. El muy alto valor prudencia y **arte** que en la milicia habéis siempre mostrado sub-lim-a,arte
-0.059980985,-0.06454804,que de uno y otro andáis acompañado haciendo el **arte** de sin par guerrero. Italia y Francia dan muestra,que de uno y otro and-áis acompañado haciendo el **arte** de sin par guerrero. Italia y Francia dan muestra,arte
-0.057280034,0.07122065,Así que la virtud que en esta parte es a **naturaleza** repugnante hace que Marte os sea muy propicio. Y,Así que la virtud que en esta parte es a **naturaleza** repugnante hace que Marte os sea muy propicio. Y,naturaleza
-0.061770923,-0.055257265,"los trabajos siendo bien constante con singular prudencia ingenio y **arte** milicia administráis vuestro ejercicio. Loco, atre","los trabajos siendo bien constante con singular prudencia ingenio y **arte** milicia administ-rá-is vuestro ejercicio. Loco, atre",arte
-0.05588863,0.075734496,"la doncella, porque es este deseo y apetito común **naturaleza** de los hombres. Celos, que tantas veces","la doncella, porque es este deseo y apetito común **naturaleza** de los hombres. Cel-os, que tantas veces",naturaleza
-0.055331383,0.08309786,", argos del viento, y a la mortal **naturaleza** odiosa [UNK] vil salteador, que a",", ar-gos del viento, y a la mortal **naturaleza** odio-sa [UNK] vil sal-teado-r, que a",naturaleza
-0.057739507,0.078332305,"es, que ese nome conviene a tu cruel **naturaleza** [UNK] diamante que no hay sangre que te dome","es, que ese nom-e conviene a tu cruel **naturaleza** [UNK] diamante que no hay sangre que te dom-e",naturaleza
-0.053996522,0.084002726,"igual flaqueza. Suelen decir que por **naturaleza** son fáciles el mal, pero yo digo que de","igual fla-quez-a. Suel-en decir que por **naturaleza** son fáciles el mal, pero yo digo que de",naturaleza
-0.061819565,-0.055744138,"tierra se cultiva. Zoroastes el **arte** encantativa, el conservar el fuego Prometeo,","tierra se cultiv-a. Z-oro-aste-s el **arte** encanta-tiva, el conservar el fuego Prome-teo,",arte
-0.05848443,0.08074646,"en las costumbres se transforma por ellos viene a ser **naturaleza** que, como cuerpo, al alma se conforma","en las costumbres se transforma por ellos viene a ser **naturaleza** que, como cuerpo, al alma se conform-a",naturaleza
-0.05867095,0.039233007,"divino el linaje mortal la inmortal gloria que dan la **ciencias**, y la eterna historia, que a la perpetu","divino el linaje mortal la inmortal gloria que dan la **ciencias**, y la eterna historia, que a la perpetu",ciencias
-0.06004699,0.07628305,"caja tersa, en seno nacarado, **naturaleza** que prodigios cría, junta el rocío que","caja ter-sa, en seno nac-ara-do, **naturaleza** que prodi-gios cría, junta el roc-ío que",naturaleza
-0.06009789,-0.039267503,"que entre ramas siempre amenas os hace con el **arte** peregrinas. Oíd mis quejas, pero no","que entre ramas siempre amena-s os hace con el **arte** peregr-inas. Oí-d mis quejas, pero no",arte
-0.05988091,0.06931649,"que el seso las raíces pierde. Quiso **naturaleza**, en un perfecto retrato, descansar de su por","que el ses-o las raíces pierde. Qui-so **naturaleza**, en un perfecto retrato, descansar de su por",naturaleza
-0.06263365,-0.049968123,"la estimación, niega el respeto. Dispuso el **arte**, y con pincel discreto templar colores","la estimación, niega el respeto. Dis-puso el **arte**, y con pin-cel discre-to temp-lar colores",arte
-0.057441078,0.0707405,"halló logrado el fin de su concepto. Y así **naturaleza**, artificiosa, dispuso en Laura lo que halló","halló logrado el fin de su concepto. Y así **naturaleza**, artifici-osa, dispuso en Laura lo que halló",naturaleza
-0.059074987,0.090792134,"aspereza vendréis a ser en mí **naturaleza**, y perderá el vigor vuestra porfía. Si","as-per-eza ven-dré-is a ser en mí **naturaleza**, y perderá el vigor vuestra por-fía. Si",naturaleza
-0.059795048,0.023424389,"el peso, y para bien vivir, la mejor **arte** [UNK] tanto, que el sol, con ser con","el peso, y para bien vivir, la mejor **arte** [UNK] tanto, que el sol, con ser con",arte
-0.059965488,0.06367134,"belleza, Aurora de jazmín [UNK] si por **naturaleza**, Querubín [UNK] si Dios por pensamiento y","belleza, Aurora de ja-z-mín [UNK] si por **naturaleza**, Quer-ub-ín [UNK] si Dios por pensamiento y",naturaleza
-0.063768834,-0.032587044,"has pasado a mis entrañas, non cale el **arte** que abrasar te puedo No hay que esperar,","has pasado a mis entraña-s, non cale el **arte** que abras-ar te puedo No hay que esperar,",arte
-0.061697956,0.07198808,"admira el hombre. Parece que la estampa considera **naturaleza**, y que la mano inclina a la bel","admira el hombre. Parece que la estam-pa considera **naturaleza**, y que la mano inclin-a a la bel",naturaleza
-0.057760816,0.030339057,"estrecho. Para que la mujer escuche y crea, **naturaleza** al principal sentido, que es el oír, con","estrecho. Para que la mujer escuche y crea, **naturaleza** al principal sentido, que es el oír, con",naturaleza
-0.0595513,0.08588665,Entiendes bien ? En el entendimiento parezco celestial **naturaleza**. - ¿ Tienes tu voluntad ? - ¿ En,Entiendes bien ? En el entendimiento parezco cele-sti-al **naturaleza**. - ¿ Tienes tu voluntad ? - ¿ En,naturaleza
-0.055982966,0.09029559,"ureles vencedores. Quejosa está de vos **naturaleza** por vuestra condición áspera y dura, que para","ure-les vencedor-es. Que-josa está de vos **naturaleza** por vuestra condición ás-pera y dura, que para",naturaleza
-0.0611213,-0.07090008,"ura. Ciencia es saber, que con ingenio y **arte** alcanza un hombre, no manteo y bonete","ura. Ciencia es saber, que con ingenio y **arte** alcanza un hombre, no mante-o y bon-ete",arte
-0.061215915,-0.054057337,"oh poderoso Niño !, una venda con trabajo y **arte** tejí de oro y colores, donde parte retra","oh poderoso Niño !, una venda con trabajo y **arte** tej-í de oro y colores, donde parte retra",arte
-0.0623239,0.018501835,"volvió restituía, mas no al sentido, la **arte** poderosa [UNK] que no lo tuve yo, cuando furi","volvió restitu-ía, mas no al sentido, la **arte** poderosa [UNK] que no lo tuve yo, cuando furi",arte
-0.0595585,-0.06406104,"fui ladrón hasta una paja, en memoria de mi **arte** y suficiencia, a la puerta consagro","fui ladrón hasta una paja, en memoria de mi **arte** y suf-ici-encia, a la puerta consa-gro",arte
-0.056331243,0.044562753,"desvía, duraré y permaneceré de esta **arte**, en el mar, en el cielo, y","desv-ía, durar-é y permanecer-é de esta **arte**, en el mar, en el cielo, y",arte
-0.060170196,-0.035317365,"y por hombre era tenido [UNK] pudieran seso y **arte** socorrerme, el tiempo, la experiencia","y por hombre era tenido [UNK] pudieran ses-o y **arte** so-cor-rer-me, el tiempo, la experiencia",arte
-0.059990916,-0.03428463,") de mi fe amorosa el culto, que con **arte** misteriosa de accidentes humanos se desnuda. Si es deli",") de mi fe amorosa el culto, que con **arte** misteriosa de accidentes humanos se desnuda. Si es deli",arte
-0.064741544,-0.03384984,"de aquella hermosura Divina, en quien el **arte** que feliz imitó la inferior parte, de no","de aquella hermos-ura Divi-na, en quien el **arte** que feliz imit-ó la inferior parte, de no",arte
-0.063792825,-0.05401128,"y el cuidado. Misterio encierra superior al **arte**, que por virtud oculta las colores, fuerza influy","y el cuidado. Mist-erio enci-erra superior al **arte**, que por virtud oculta las colores, fuerza influy",arte
-0.06214386,-0.06546723,"vencedora, se embarazó su fuerza con el **arte** : El golpe, como amante, recibisteis","vencedor-a, se embara-zó su fuerza con el **arte** : El golpe, como amante, recibi-ste-is",arte
-0.0554917,0.083652556,"entor moría. Estremeciose la **naturaleza**, oscureciose el Sol, desaniman","ento-r mor-ía. Estre-mec-ios-e la **naturaleza**, oscure-cios-e el Sol, desan-ima-n",naturaleza
