x,y,title,tokens,word
-0.10849242,0.05138926,"entas. Reloj han hecho ya mi triste **cara**, que como en ella me pusieron mano, por","entas. Rel-o-j han hecho ya mi triste **cara**, que como en ella me pusieron mano, por",cara
-0.107913375,0.061479397,y cubre en negra nube y triste lloro la **cara** de la sierra luto helado. Así se parte,y cubre en negra nube y triste llor-o la **cara** de la sierra lu-to helado. Así se parte,cara
-0.10423606,0.07561956,"hasta dejarlos en los huesos, huesos que por la **cara** tengo impresos los mismos puntos, quien os ha pintado","hasta dejarlos en los huesos, huesos que por la **cara** tengo impresos los mismos puntos, quien os ha pintado",cara
-0.10674408,0.061472025,y baña negra noche y triste lloro la **cara** de la sierra en luto helado. Así se,y bañ-a negra noche y triste llor-o la **cara** de la sierra en lu-to helado. Así se,cara
-0.10561692,0.07690897,por extremo entre sus penas ver ofendida su divina **cara**. Notable engaño y opinión te ciega [UNK] pero,por extremo entre sus penas ver ofen-dida su divina **cara**. Nota-ble engaño y opinión te ciega [UNK] pero,cara
-0.104160495,0.031068197,", los que sirven los abonas, aunque la **cara** a la ocasión se hurta [UNK] y el honor",", los que sirven los abon-as, aunque la **cara** a la ocasión se hur-ta [UNK] y el honor",cara
-0.10252551,-0.08070775,"que se me ofrezca, sino es ir a mirar **cara** tan cara. Ella será quien hable o enmude","que se me ofrezca, sino es ir a mirar **cara** tan cara. Ella será quien hable o enm-ude",cara
-0.09981528,-0.080347896,"me ofrezca, sino es ir a mirar cara tan **cara**. Ella será quien hable o enmudezca [UNK]","me ofrezca, sino es ir a mirar cara tan **cara**. Ella será quien hable o enm-ude-zca [UNK]",cara
-0.10626961,0.01344167,"udezca [UNK] pero si me aconsejo con su **cara**, ¿ quién duda que en sus brazos amanezca","ude-zca [UNK] pero si me aconse-jo con su **cara**, ¿ quién duda que en sus brazos aman-ezca",cara
-0.10545544,0.059694946,"la tabla del mar, el sol serena la **cara**, el preso y los demás victoria. Y aun","la tabla del mar, el sol ser-ena la **cara**, el preso y los demás victoria. Y aun",cara
-0.093151145,-0.020629264,"[UNK] En tus cenizas, dice, ¡ oh patria **cara** !, se guarda el fuego cuya llama ardiente hará","[UNK] En tus cenizas, dice, ¡ oh patria **cara** !, se guarda el fuego cuya llama ardiente hará",cara
-0.10442895,0.0066253534,"cuando el padre Hebrero nos enseña, ora mostrando **cara** [UNK], ora mostrando al cielo de enojarse.","cuando el padre He-brero nos enseña, ora mostrando **cara** [UNK], ora mostrando al cielo de enojar-se.",cara
-0.108301036,0.0225629,"siempre estar con baja frente y a nunca ver mi **cara** me dispongo [UNK] tal que, si alguna vez","siempre estar con baja frente y a nunca ver mi **cara** me dispon-go [UNK] tal que, si alguna vez",cara
-0.105935134,0.09925219,quiso. Puso el Señor del cielo en vuestra **cara** tanto de lo admirable y peregrino que el,quiso. Pu-so el Señor del cielo en vuestra **cara** tanto de lo admira-ble y peregr-ino que el,cara
-0.1006575,-0.064847104,"alegría [UNK] mas ¡ ay, cuánto es esta esperanza **cara** ! y por mirar su bien ¡ cuánto ha pasado","alegría [UNK] mas ¡ ay, cuánto es esta esperanza **cara** ! y por mirar su bien ¡ cuánto ha pasado",cara
-0.09747701,-0.037261415,ningún lugar me queda de alegría [UNK]. ¡ Oh **cara** perdición ! ¡ oh dulce engaño ! suave mal,ningún lugar me queda de alegría [UNK]. ¡ Oh **cara** perdi-ción ! ¡ oh dulce engaño ! suave mal,cara
-0.097269006,0.018267464,"e el principio de mi daño ? Volved la **cara** al cuerdo desengaño, asegurad la","e el principio de mi daño ? Volv-ed la **cara** al cuer-do desen-ga-ño, asegura-d la",cara
-0.096278176,-0.05024438,"la Chenca, aquella joya por las hechuras **cara** [UNK] este aposento fue túmulo del sexto","la Chen-ca, aquella joya por las hech-uras **cara** [UNK] este apos-ento fue tú-mul-o del sexto",cara
-0.10760331,0.071949184,"zca, nos declara la perfección que vemos en tu **cara**, ocupada en diverso ministerio [UNK] porque así como","zca, nos declara la perfección que vemos en tu **cara**, ocupada en diver-so ministerio [UNK] porque así como",cara
-0.10836367,0.067655295,"alborotados. Y llena del hollín ambos la **cara**, cuantos aquella noche se dijeron, fueron todos requi","alboro-tados. Y llena del hol-lín ambos la **cara**, cuantos aquella noche se dijeron, fueron todos requi",cara
-0.104481235,0.016010001,"os quiero. Mostrad a mis pasiones mejor **cara**, que si amándoos me dais desa","os quiero. Mos-trad a mis pas-iones mejor **cara**, que si am-ándo-os me da-is desa",cara
-0.10142274,0.037656978,"os quiero. Porque sois un pelón de mala **cara** galgo flaco cansado, y muy hambriento,","os quiero. Porque sois un pel-ón de mala **cara** gal-go fla-co cansado, y muy hambriento,",cara
-0.11016098,0.08708615,"rayos de aljófar, y en su bella **cara**, mirando su hermosura más repara, encendido","rayos de al-jó-far, y en su bella **cara**, mirando su hermos-ura más repar-a, encendido",cara
-0.10760256,0.048822496,"dicha. Celia, si he de mirar tu **cara** hermó y no poder hablar tu bella esquí yo","dicha. Cel-ia, si he de mirar tu **cara** her-mó y no poder hablar tu bella esquí yo",cara
-0.10633542,0.027717955,"Moisés divino, que a Dios hablaste con serena **cara**, muéstrame de estas dudas el camino.","Moisés divino, que a Dios hablaste con ser-ena **cara**, mué-stra-me de estas dudas el camino.",cara
-0.09353701,-0.08841917,". Mas yo haré que aquesta ofensa, **cara** le cueste al ofensor, ya que estoy",". Mas yo haré que aque-sta ofen-sa, **cara** le cue-ste al ofen-sor, ya que estoy",cara
-0.08423933,-0.060081627,[UNK] la más clara fuente y jardín compuestos dan en **cara** que nuestro ingenio es breve y nuestra mano. Aquel,[UNK] la más clara fuente y jardín compuestos dan en **cara** que nuestro ingenio es breve y nuestra mano. Aquel,cara
-0.10408548,-0.034820024,e di oro al dulce esposo y a su esposa **cara**. Abesto procul invida et amara,e di oro al dulce esposo y a su esposa **cara**. Abe-sto procu-l invi-da et amar-a,cara
-0.10652224,0.0654396,"dras bulliciosa, dulce abanillo de tu **cara** hermosa, le pongas cuatro puntos en la cara.","dras bul-licio-sa, dulce aban-illo de tu **cara** hermosa, le pongas cuatro puntos en la cara.",cara
-0.10167203,0.06919619,"tu cara hermosa, le pongas cuatro puntos en la **cara**. Yo vi tu pie, que me ocultaste","tu cara hermosa, le pongas cuatro puntos en la **cara**. Yo vi tu pie, que me oculta-ste",cara
-0.10890743,0.061154492,"no es desastre, cuando te acerques a su hermosa **cara** sé tú el Poeta, y déjame ser sas","no es desastre, cuando te acerques a su hermosa **cara** sé tú el Po-eta, y déjame ser sas",cara
-0.1054078,0.04420857,"mañana madrugó el aviso, y si a la **cara** hacéis moldura y friso, lo mismo es","mañana madru-gó el aviso, y si a la **cara** hacéis mol-dura y fri-so, lo mismo es",cara
-0.10549607,0.030265328,"Godo, que contra los respetos de la **cara** en las espaldas y de letra clara con la pluma","God-o, que contra los respeto-s de la **cara** en las espaldas y de letra clara con la pluma",cara
-0.10783732,0.07953293,qué digo ? ¿ Las estrellas del cielo de su **cara** habían de alumbrar el cielo humilde de un vil,qué digo ? ¿ Las estrellas del cielo de su **cara** habían de alum-brar el cielo humilde de un vil,cara
-0.1031922,0.08496692,"No vi en mi vida tan hermosa dama, Tal **cara**, tal cabello y gallardía [UNK] mayor pareció","No vi en mi vida tan hermosa dama, Tal **cara**, tal cabello y gall-ard-ía [UNK] mayor pareció",cara
-0.10137797,0.030914713,"letras digan. Este que en el jardín de vuestra **cara** zafiro artificial templó la rosa, rosa","letras digan. Este que en el jardín de vuestra **cara** za-fi-ro artificial temp-ló la rosa, rosa",cara
-0.1072612,0.055761304,"en otro reino extraño mis trabajos se vieron en mi **cara**, hallando, aunque otra tanta edad pasara,","en otro reino extraño mis trabajos se vieron en mi **cara**, hallan-do, aunque otra tanta edad pasara,",cara
-0.10189093,-0.022080293,"causa que os obliga, locos celos, de la **cara** verdad. ¡ Oh sacros velos y del","causa que os obliga, locos celos, de la **cara** verdad. ¡ Oh sac-ros velo-s y del",cara
-0.10112017,0.028927814,trato se atreviera a ponerse las manos en la **cara** ? Vive en las flores del rosado Oriente un,trato se atre-viera a ponerse las manos en la **cara** ? Vive en las flores del rosa-do Oriente un,cara
-0.10627239,0.045216985,"fuera ? Pero yo con el llanto de mi **cara** haré crecer el Tajo de manera, que sólo","fuera ? Pero yo con el llan-to de mi **cara** haré crecer el Ta-jo de manera, que sólo",cara
-0.09779367,0.005075752,". Mezcló en un punto la disforme **cara** la variedad con que se adorna el suelo,",". Mez-cl-ó en un punto la disf-orme **cara** la variedad con que se adorn-a el suelo,",cara
-0.10396681,0.043822713,"calma, tengo con ropa limpia el nacimiento, la **cara** en Griego, y el Romance en alma","calma, tengo con ropa limpia el nacimiento, la **cara** en Grie-go, y el Roman-ce en alma",cara
-0.107967936,0.011707736,"y cariños si de tus pies apelan a tu **cara**. No paguen apretados tus aliños, pues","y cariños si de tus pies apel-an a tu **cara**. No paguen apre-tados tus ali-ños, pues",cara
-0.10116074,0.066754654,". Como a muerto me echáis tierra en la **cara** [UNK] yo lo debo de estar, y no lo",". Como a muerto me ech-áis tierra en la **cara** [UNK] yo lo debo de estar, y no lo",cara
